"Event","Rank","Time","Wind","Name","Nationality","Birthday","Result","City","Date","lon","lat","Altitude","Age"
"200m","3251",20.38,1.1,"Johan Wissman","SWE",1982-12-02,"2s1","Göteborg",2006-08-10,11.97456,57.70887,FALSE,23.7
"200m","3251",20.38,1.6,"Johan Wissman","SWE",1982-12-02,"2","Göteborg",2006-08-10,11.97456,57.70887,FALSE,23.7
"200m","3251",20.38,-0.9,"Christopher Williams","JAM",1972-03-15,"2","Rieti",2006-08-27,12.8567281,42.404509,FALSE,34.47
"200m","3251",20.38,-0.4,"LaShawn Merritt","USA",1986-06-27,"2","Melbourne",2007-03-02,144.9630576,-37.8136276,FALSE,20.69
"200m","3251",20.38,1.3,"Charles Clark","USA",1987-08-10,"1s2","Sacramento",2007-06-07,-121.4943996,38.5815719,FALSE,19.84
"200m","3251",20.38,0.6,"Brian Dzingai","ZIM",1981-04-29,"3r1","Bydgoszcz",2007-06-10,18.0084378,53.1234804,FALSE,26.13
"200m","3251",20.38,0.8,"Marvin Anderson","JAM",1982-05-12,"2","Rio de Janeiro",2007-07-27,-43.1728965,-22.9068467,FALSE,25.22
"200m","3251",20.38,0.9,"Francis Obikwelu","POR",1978-11-22,"3q3","Osaka",2007-08-28,135.5022535,34.6937249,FALSE,28.78
"200m","3251",20.38,0.9,"Nesta Carter","JAM",1985-11-10,"1","Kingston",2008-03-22,-117.9269481,33.7085616,FALSE,22.38
"200m","3251",20.38,0.1,"Paul Hession","IRL",1983-01-27,"5s1","Beijing",2008-08-19,116.4073963,39.9041999,FALSE,25.58
"200m","3251",20.38,0.2,"Brian Dzingai","ZIM",1981-04-29,"1","Shanghai",2008-09-20,121.473701,31.230416,FALSE,27.41
"200m","3251",20.38,0.5,"Roberto Skyers","CUB",1991-11-12,"1r2","Kingston",2009-04-18,-117.9269481,33.7085616,FALSE,17.44
"200m","3251",20.38,-0.4,"Andrew Hinds","BAR",1984-04-25,"1","Bridgetown",2009-06-21,-59.6131741,13.1059816,FALSE,25.17
"200m","3251",20.38,1.4,"Jeffrey Lawal-Balogun","GBR",1986-07-02,"1rB","La Chaux-de-Fonds",2009-06-28,6.8327838,47.1034892,FALSE,23.01
"200m","3251",20.38,-0.7,"Wallace Spearmon","USA",1984-12-24,"1r1","Atlanta",2010-05-15,-84.3879824,33.7489954,FALSE,25.41
"200m","3251",20.38,1.2,"Kenji Fujimitsu","JPN",1986-05-01,"1","Marugame",2010-06-05,-122.4765656,37.7275131,FALSE,24.11
"200m","3251",20.38,1,"Martial Mbandjock","FRA",1985-10-14,"1","Tomblaine",2010-06-25,6.221307,48.683482,FALSE,24.71
"200m","3251",20.38,0.6,"Sebastian Ernst","GER",1984-10-11,"1","Mannheim",2010-07-04,8.4660395,49.4874592,FALSE,25.75
"200m","3251",20.38,-0.8,"Christian Malcolm","GBR",1979-06-03,"2","Barcelona",2010-07-30,-77.0323459,38.9120933,FALSE,31.18
"200m","3251",20.38,0.4,"Xavier Carter","USA",1985-12-08,"6","Zürich",2010-08-19,8.541694,47.3768866,FALSE,24.71
"200m","3251",20.38,-0.3,"Yohan Blake","JAM",1989-12-26,"2","Ostrava",2011-05-31,18.2625243,49.8209226,FALSE,21.44
"200m","3251",20.38,0,"Churandy Martina","NED",1984-07-03,"1","Amsterdam",2011-07-31,4.9035614,52.3679843,FALSE,27.09
"200m","3251",20.38,-1,"Lansford Spence","JAM",1982-12-15,"2","Guadalajara",2011-10-27,-103.3496092,20.6596988,TRUE,28.88
"200m","3251",20.38,-1.3,"Simon Magakwe","RSA",1985-05-25,"1","Potchefstroom",2012-03-24,27.0970475,-26.7145297,TRUE,26.85
"200m","3251",20.38,1,"Julian Forte","JAM",1993-07-01,"1","Kingston",2012-06-17,-117.9269481,33.7085616,FALSE,18.98
"200m","3251",20.38,1.6,"Isiah Young","USA",1990-01-05,"1h5","Eugene",2012-06-29,-123.0867536,44.0520691,FALSE,22.5
"200m","3251",20.38,0,"Yohan Blake","JAM",1989-12-26,"1h4","London",2012-08-07,-0.1277583,51.5073509,FALSE,22.63
"200m","3251",20.38,1.1,"Adam Gemili","GBR",1993-10-06,"1rA","Derby",2012-09-09,-97.2689331,37.5455735,FALSE,18.94
"200m","3251",20.38,-0.4,"Michael Mathieu","BAH",1984-06-24,"1","Uberlândia",2013-05-16,-48.275484,-18.9127534,FALSE,28.91
"200m","3251",20.38,1.2,"Aaron Ernest","USA",1993-11-08,"1h2","Greensboro",2013-05-25,-79.7919754,36.0726354,FALSE,19.56
"200m","3251",20.38,0.9,"Alonso Edward","PAN",1989-12-08,"2","New York City",2013-05-25,-74.0059728,40.7127753,FALSE,23.48
"200m","3251",20.38,1.2,"Ameer Webb","USA",1989-12-21,"1rA","Austin",2014-03-29,-97.7430608,30.267153,FALSE,24.28
"200m","3251",20.38,1.6,"Kemarley Brown","JAM",1992-07-20,"1rA","Walnut",2014-04-18,-95.0780294,37.6014373,FALSE,21.76
"200m","3251",20.38,0.2,"Wayde van Niekerk","RSA",1992-07-15,"1s1","Pretoria",2014-04-26,28.2292712,-25.7478676,TRUE,21.79
"200m","3251",20.38,1.8,"Jorge Henrique Vides","BRA",1992-11-24,"1","São Paulo",2014-05-04,-46.6333094,-23.5505199,FALSE,21.45
"200m","3251",20.38,-0.2,"Femi Ogunode","QAT",1991-01-31,"3","Ad-Dawhah",2014-05-09,51.5310398,25.2854473,FALSE,23.28
"200m","3251",20.38,0.5,"Gil Roberts","USA",1989-03-15,"1r1","Eagle Rock",2014-05-10,-118.2140883,34.1391568,FALSE,25.17
"200m","3251",20.38,0.5,"Andre De Grasse","CAN",1994-11-10,"1","Mesa",2014-05-17,-111.8314724,33.4151843,FALSE,19.53
"200m","3251",20.38,0.5,"Aaron Ernest","USA",1993-11-08,"2h1","Jacksonville",2014-05-31,-81.655651,30.3321838,FALSE,20.57
"200m","3251",20.38,-0.7,"Wallace Spearmon","USA",1984-12-24,"1","Houston",2014-06-06,-95.3698028,29.7604267,FALSE,29.47
"200m","3251",20.38,-2.2,"Lalonde Gordon","TTO",1988-11-25,"1","Port of Spain",2014-06-22,-61.5142371,10.6495918,FALSE,25.59
"200m","3251",20.38,1.9,"Zharnel Hughes","AIA",1995-07-13,"2s1","Eugene",2014-07-24,-123.0867536,44.0520691,FALSE,19.04
"200m","3251",20.38,-0.4,"Ramil Guliyev","TUR",1990-05-29,"4s1","Zürich",2014-08-14,8.541694,47.3768866,FALSE,24.23
"200m","3251",20.38,-0.6,"José Carlos Herrera","MEX",1986-02-05,"1","Xalapa",2014-08-31,-96.9101806,19.5437751,TRUE,28.59
"200m","3251",20.38,0.8,"Kendal Williams","USA",1995-09-23,"2q2","Jacksonville",2015-05-30,-81.655651,30.3321838,FALSE,19.7
"200m","3251",20.38,1.7,"Bryce Robinson","USA",1993-11-13,"3h1","Eugene",2015-06-10,-123.0867536,44.0520691,FALSE,21.59
"200m","3251",20.38,-0.4,"Miguel Francis","ANT",1995-02-28,"3h7","Beijing",2015-08-25,116.4073963,39.9041999,FALSE,20.5
"200m","3251",20.38,-1.1,"Jak Ali Harvey","TUR",1989-04-05,"1","Ankara",2015-09-05,32.8597419,39.9333635,FALSE,26.44
"200m","3251",20.38,1.9,"Bernardo Baloyes","COL",1994-01-06,"1","Cali",2015-11-21,-76.5319854,3.4516467,FALSE,21.89
"200m","3251",20.38,1,"Shota Iizuka","JPN",1991-06-25,"1rA","Fukuroi",2016-05-03,137.924619,34.750198,FALSE,24.87
"200m","3251",20.38,1.6,"Yancarlos Martínez","DOM",1992-07-08,"1s1","Rio den Janeiro",2016-05-16,-43.1728965,-22.9068467,FALSE,23.87
"200m","3251",20.38,1.6,"Yancarlos Martínez","DOM",1992-07-08,"1","Rio den Janeiro",2016-05-16,-43.1728965,-22.9068467,FALSE,23.87
"200m","3251",20.38,1.3,"Mike Nyangau","KEN",1994-08-28,"1","Nairobi",2016-05-28,36.8219462,-1.2920659,TRUE,21.76
"200m","3251",20.38,1.3,"Antoine Adams","SKN",1988-08-31,"1","Road Town",2016-07-03,-64.6184657,18.4286115,FALSE,27.86
"200m","3251",20.38,1.6,"Tyson Gay","USA",1982-08-09,"6","Eugene",2016-07-09,-123.0867536,44.0520691,FALSE,33.94
"200m","3251",20.38,1.6,"Kendal Williams","USA",1995-09-23,"7","Eugene",2016-07-09,-123.0867536,44.0520691,FALSE,20.81
"200m","3251",20.38,-0.3,"Nickel Ashmeade","JAM",1990-04-07,"7","London",2016-07-22,-0.1277583,51.5073509,FALSE,26.31
"200m","3251",20.38,0.4,"Reece Prescod","GBR",1996-02-29,"5","Lausanne",2016-08-25,6.6322734,46.5196535,FALSE,20.5
"200m","3251",20.38,NA,"José Carlos Herrera","MEX",1986-02-05,"1","Ciudad de México",2017-02-11,-99.133208,19.4326077,TRUE,31.04
"200m","3251",20.38,0.2,"Kendal Williams","USA",1995-09-23,"2q3","Lexington",2017-05-27,-84.5037164,38.0405837,FALSE,21.69
"200m","3251",20.38,0.2,"Nick Gray","USA",1997-06-02,"3q3","Lexington",2017-05-27,-84.5037164,38.0405837,FALSE,20
"200m","3251",20.38,1.7,"Isaac Makwala","BOT",1986-09-29,"1rA","La Chaux-de-Fonds",2017-07-02,6.8327838,47.1034892,FALSE,30.78
"200m","3251",20.38,0.8,"Leon Reid","GBR",1994-07-26,"3","Birmingham",2017-07-02,-86.8103567,33.5185892,FALSE,22.95
"200m","3251",20.38,0.5,"Christopher Taylor","JAM",1999-09-29,"1","Trujillo",2017-07-22,-79.0329727,-8.1060428,FALSE,17.82
"200m","3251",20.38,0.3,"Daniel Talbot","GBR",1991-05-01,"5s3","London",2017-08-09,-0.1277583,51.5073509,FALSE,26.29
"200m","3251",20.38,1.1,"Christopher Taylor","JAM",1999-09-29,"1","Nassau",2018-04-02,-77.3503609,25.0443312,FALSE,18.52
"200m","3251",20.38,0.5,"Jaylen Bacon","USA",1996-08-05,"1h3","Sacramento",2018-05-25,-121.4943996,38.5815719,FALSE,21.82
"200m","3251",20.38,0.2,"Divine Oduduru","NGR",1996-05-14,"1h6","Sacramento",2018-05-25,-121.4943996,38.5815719,FALSE,22.04
"200m","3251",20.38,1.1,"Kenzo Cotton","USA",1996-05-13,"4h1","Eugene",2018-06-06,-123.0867536,44.0520691,FALSE,22.08
"200m","3251",20.38,-0.2,"Bryce Robinson","USA",1993-11-13,"2","Kingston",2018-06-09,-117.9269481,33.7085616,FALSE,24.59
"200m","3251",20.38,-0.2,"Gavin Smellie","CAN",1986-06-26,"1","Toronto",2018-06-19,-79.3831843,43.653226,FALSE,32
"200m","3251",20.38,1.5,"Andrew Hudson","USA",1996-12-14,"2s1","Des Moines",2018-06-24,-93.6249593,41.5868353,FALSE,21.54
"200m","3251",20.38,1.4,"Miguel Francis","GBR",1995-02-28,"2h2","Birmingham",2018-07-01,-86.8103567,33.5185892,FALSE,23.35
"200m","3251",20.38,1.7,"Jerome Blake","CAN",1995-08-18,"2","Ottawa",2018-07-07,-75.6971931,45.4215296,FALSE,22.9
"200m","3251",20.38,0.1,"Jorge Henrique Vides","BRA",1992-11-24,"1","São Bernardo do Campo",2018-08-04,-46.5648481,-23.6898429,FALSE,25.71
"200m","3251",20.38,0.3,"Leon Reid","IRL",1994-07-26,"2s1","Berlin",2018-08-08,13.404954,52.5200066,FALSE,24.05
"200m","3251",20.38,1.9,"Paulo André de Oliveira","BRA",1998-08-20,"1","Bragança Paulista",2018-09-16,-46.5423239,-22.9531705,FALSE,20.09
"200m","3251",20.38,1.9,"Aldemir Gomes da Silva","BRA",1992-06-08,"3","Bragança Paulista",2019-04-28,-46.5423239,-22.9531705,FALSE,26.9
"200m","3251",20.38,0.6,"Mustaqeem Williams","USA",1995-08-24,"1h2","Austin",2019-06-05,-97.7430608,30.267153,FALSE,23.8
"200m","3251",20.38,0.9,"Anaso Jobodwana","RSA",1992-07-30,"1r3","Regensburg",2019-07-07,12.1016236,49.0134297,FALSE,26.95
"200m","3424",20.39,0,"Michael Fray","JAM",1947-09-23,"1q4","Ciudad de México",1968-10-15,-99.133208,19.4326077,TRUE,21.08
"200m","3424",20.39,1,"Marshall Dill","USA",1952-08-09,"2","Cali",1971-08-03,-76.5319854,3.4516467,FALSE,18.99
"200m","3424",20.39,1,"Edwin Roberts","TTO",1941-09-12,"3","Cali",1971-08-03,-76.5319854,3.4516467,FALSE,29.91
"200m","3424",20.39,2,"James Gilkes","GUY",1952-09-21,"2","Eugene",1975-06-21,-123.0867536,44.0520691,FALSE,22.76
"200m","3424",20.39,-0.1,"Steve Riddick","USA",1951-09-18,"3","Stuttgart",1975-08-26,9.1829321,48.7758459,FALSE,23.95
"200m","3424",20.39,NA,"Harvey Glance","USA",1957-03-28,"2","Auburn",1979-04-07,-85.4807825,32.6098566,FALSE,22.04
"200m","3424",20.39,1.8,"Don Coleman","USA",1951-10-24,"2","Walnut",1979-06-17,-95.0780294,37.6014373,FALSE,27.67
"200m","3424",20.39,0.2,"Cliff Wiley","USA",1955-05-21,"1h2","Zürich",1979-08-15,8.541694,47.3768866,FALSE,24.25
"200m","3424",20.39,-1.9,"James Sanford","USA",1957-12-27,"2","Zürich",1979-08-15,8.541694,47.3768866,FALSE,21.65
"200m","3424",20.39,0.9,"Bernhard Hoff","GDR",1959-01-10,"1","Cottbus",1980-07-18,14.3328679,51.7563108,FALSE,21.53
"200m","3424",20.39,1.3,"Eric Brown","USA",1960-01-12,"1","Westwood",1981-05-02,-118.4455164,34.0635016,FALSE,21.32
"200m","3424",20.39,-2,"Calvin Smith","USA",1961-01-08,"1","Tuscaloosa",1982-05-01,-87.5691735,33.2098407,FALSE,21.32
"200m","3424",20.39,1.8,"Eric Brown","USA",1960-01-12,"1h3","Provo",1982-06-02,-111.6585337,40.2338438,TRUE,22.4
"200m","3424",20.39,1.6,"Ronnie Taylor","USA",1959-04-07,"1h4","Provo",1982-06-02,-111.6585337,40.2338438,TRUE,23.17
"200m","3424",20.39,2,"Elliott Quow","USA",1962-03-03,"1r2","Provo",1982-06-04,-111.6585337,40.2338438,TRUE,20.27
"200m","3424",20.39,1.7,"Terron Wright","USA",1958-06-28,"2","Karl-Marx-Stadt",1982-07-10,12.9213697,50.827845,FALSE,24.05
"200m","3424",20.39,0.8,"Donald Quarrie","JAM",1951-02-25,"1","Lausanne",1982-07-14,6.6322734,46.5196535,FALSE,31.4
"200m","3424",20.39,-1.4,"Clinton Davis","USA",1965-08-17,"1","Barquisimeto",1982-08-01,-69.3473509,10.0677719,FALSE,16.97
"200m","3424",20.39,0.7,"Desai Williams","CAN",1959-06-12,"1","Les Abymes",1983-05-15,-61.5252827,16.2710933,FALSE,23.94
"200m","3424",20.39,NA,"Peter Ngobeni","RSA",1962-05-23,"1","Windhoek",1985-01-26,17.0657549,-22.5608807,TRUE,22.7
"200m","3424",20.39,1.2,"Lorenzo Daniel","USA",1966-03-23,"2h3","Eugene",1986-06-19,-123.0867536,44.0520691,FALSE,20.25
"200m","3424",20.39,0.9,"Stanley Kerr","USA",1967-06-19,"1","Towson",1986-06-29,-76.6019125,39.4014955,FALSE,19.04
"200m","3424",20.39,NA,"Lorenzo Daniel","USA",1966-03-23,"1","Hot Springs",1987-04-11,-93.0551795,34.5037004,FALSE,21.07
"200m","3424",20.39,-3,"Floyd Heard","USA",1966-03-24,"1","Des Moines",1987-04-25,-93.6249593,41.5868353,FALSE,21.1
"200m","3424",20.39,0.1,"Danny Peebles","USA",1966-05-30,"1","Raleigh",1987-05-09,-78.6381787,35.7795897,FALSE,20.96
"200m","3424",20.39,0.6,"Henry Thomas","USA",1967-07-10,"1h3","San José",1987-06-25,-121.8863286,37.3382082,FALSE,19.97
"200m","3424",20.39,0,"Dwayne Evans","USA",1958-10-13,"2","Roma",1987-07-22,-95.9036356,36.0766378,FALSE,28.79
"200m","3424",20.39,1.7,"Joe DeLoach","USA",1967-06-05,"2","Villeneuve d'Ascq",1988-06-27,3.1442651,50.6232523,FALSE,21.08
"200m","3424",20.39,0.2,"Henry Thomas","USA",1967-07-10,"1","Hengelo",1988-08-14,6.7927725,52.2574121,FALSE,21.11
"200m","3424",20.39,1.7,"Atlee Mahorn","CAN",1965-10-27,"5","Seoul",1988-09-28,126.9779692,37.566535,FALSE,22.94
"200m","3424",20.39,0.5,"Kevin Little","USA",1968-04-03,"1h2","Provo",1989-05-31,-111.6585337,40.2338438,TRUE,21.17
"200m","3424",20.39,1,"Kevin Little","USA",1968-04-03,"3","Houston",1989-06-17,-95.3698028,29.7604267,FALSE,21.22
"200m","3424",20.39,NA,"Abdullahi Tetengi","NGR",1969-07-15,"1h2","Bauchi",1990-01-03,10.0807298,10.6371093,FALSE,20.48
"200m","3424",20.39,0.3,"Daron Council","USA",1964-12-26,"3","Norwalk",1990-06-16,-73.4081575,41.117744,FALSE,25.49
"200m","3424",20.39,-1.4,"Robson Caetano da Silva","BRA",1964-09-04,"1","Rio de Janeiro",1990-09-02,-43.1728965,-22.9068467,FALSE,26.01
"200m","3424",20.39,-1.3,"Michael Johnson","USA",1967-09-13,"1h1","New York City",1991-06-14,-74.0059728,40.7127753,FALSE,23.77
"200m","3424",20.39,0.2,"Dean Capobianco","AUS",1970-05-11,"3","Roma",1991-07-17,-95.9036356,36.0766378,FALSE,21.2
"200m","3424",20.39,0.8,"Kevin Little","USA",1968-04-03,"1","Walnut",1992-04-18,-95.0780294,37.6014373,FALSE,24.06
"200m","3424",20.39,1,"John Regis","GBR",1966-10-13,"1","Dijon",1992-06-13,5.04148,47.322047,FALSE,25.68
"200m","3424",20.39,-1.2,"Michael Bates","USA",1969-12-19,"2s2","Barcelona",1992-08-05,-77.0323459,38.9120933,FALSE,22.64
"200m","3424",20.39,-1.2,"Olapade Adeniken","NGR",1969-08-19,"3s2","Barcelona",1992-08-05,-77.0323459,38.9120933,FALSE,22.98
"200m","3424",20.39,-0.1,"Michael Bates","USA",1969-12-19,"2","Torino",1992-09-04,7.686864,45.0703393,FALSE,22.73
"200m","3424",20.39,0.3,"Dean Capobianco","AUS",1970-05-11,"1","Walnut",1993-04-17,-95.0780294,37.6014373,FALSE,22.95
"200m","3424",20.39,1.8,"Michael Johnson","USA",1967-09-13,"1","Des Moines",1993-04-24,-93.6249593,41.5868353,FALSE,25.63
"200m","3424",20.39,0.2,"Robson Caetano da Silva","BRA",1964-09-04,"1","Rio de Janeiro",1993-06-27,-43.1728965,-22.9068467,FALSE,28.83
"200m","3424",20.39,-0.1,"Linford Christie","GBR",1960-04-02,"1","Köln",1993-08-01,6.9602786,50.937531,FALSE,33.35
"200m","3424",20.39,0.6,"John Regis","GBR",1966-10-13,"2q2","Stuttgart",1993-08-19,9.1829321,48.7758459,FALSE,26.87
"200m","3424",20.39,0.3,"Olapade Adeniken","NGR",1969-08-19,"2","São Paulo",1994-05-21,-46.6333094,-23.5505199,FALSE,24.77
"200m","3424",20.39,1.9,"Jean-Charles Trouabal","FRA",1965-05-20,"1","Noisy-le-Grand",1994-07-02,2.55261,48.848579,FALSE,29.14
"200m","3424",20.39,1.6,"Oluyemi Kayode","NGR",1968-07-07,"1q3","Victoria",1994-08-24,-95.712891,37.09024,FALSE,26.15
"200m","3424",20.39,-0.1,"Riaan Dempers","RSA",1977-03-04,"1","Krugersdorp",1995-03-11,27.8076959,-26.0963217,TRUE,18.03
"200m","3424",20.39,-0.5,"Patrick Johnson","USA",1976-08-10,"1h2","Tucson",1995-05-19,-110.9747108,32.2226066,FALSE,18.78
"200m","3424",20.39,1,"Tony Wheeler","USA",1975-01-19,"1h4","Knoxville",1995-05-31,-83.9207392,35.9606384,FALSE,20.38
"200m","3424",20.39,0.3,"John Regis","GBR",1966-10-13,"4s1","Göteborg",1995-08-11,11.97456,57.70887,FALSE,28.85
"200m","3424",20.39,0.3,"Damien Marsh","AUS",1971-03-28,"5s1","Göteborg",1995-08-11,11.97456,57.70887,FALSE,24.39
"200m","3424",20.39,-0.3,"Damien Marsh","AUS",1971-03-28,"4","Monaco",1995-09-09,7.4246158,43.7384176,FALSE,24.47
"200m","3424",20.39,1.1,"John Regis","GBR",1966-10-13,"1","Pietersburg",1996-04-03,29.4486263,-23.8961708,TRUE,29.49
"200m","3424",20.39,0.6,"Percival Spencer","JAM",1975-02-24,"1","Odessa",1996-05-17,30.7233095,46.482526,FALSE,21.24
"200m","3424",20.39,-0.7,"Iván García","CUB",1972-02-29,"1","La Habana",1996-06-22,-82.3665956,23.1135925,FALSE,24.33
"200m","3424",20.39,0,"Tony Wheeler","USA",1975-01-19,"4q2","Atlanta",1996-06-22,-84.3879824,33.7489954,FALSE,21.44
"200m","3424",20.39,1.7,"Kevin Little","USA",1968-04-03,"8","Atlanta",1996-06-23,-84.3879824,33.7489954,FALSE,28.24
"200m","3424",20.39,0.3,"Michael Marsh","USA",1967-08-04,"1q4","Atlanta",1996-07-31,-84.3879824,33.7489954,FALSE,29.01
"200m","3424",20.39,0.3,"Jeff Williams","USA",1965-12-31,"3s1","Atlanta",1996-08-01,-84.3879824,33.7489954,FALSE,30.61
"200m","3424",20.39,0.9,"Nobuharu Asahara","JPN",1972-06-21,"2rB","Stuttgart",1997-07-13,9.1829321,48.7758459,FALSE,25.08
"200m","3424",20.39,-0.5,"Iván García","CUB",1972-02-29,"2s1","Athínai",1997-08-07,23.7275388,37.9838096,FALSE,25.45
"200m","3424",20.39,0.5,"Sebastián Keitel","CHI",1973-02-14,"1","Tel Aviv",1998-07-20,34.7817676,32.0852999,FALSE,25.44
"200m","3424",20.39,-1.2,"Julian Golding","GBR",1975-02-17,"1h1","Budapest",1998-08-20,19.040235,47.497912,FALSE,23.52
"200m","3424",20.39,0.7,"Shawn Crawford","USA",1978-01-14,"1","Clemson",1999-05-15,-82.8368654,34.6738437,FALSE,21.35
"200m","3424",20.39,2,"Bobby Cruse","USA",1978-03-20,"1","Mount Pleasant",1999-05-22,-79.8284258,32.8323225,FALSE,21.19
"200m","3424",20.39,0.4,"Coby Miller","USA",1976-10-19,"1h3","Boise",1999-06-02,-116.2023137,43.6150186,FALSE,22.63
"200m","3424",20.39,0.7,"Tony McCall","USA",1974-06-16,"5","Paris",1999-07-21,2.3522219,48.856614,FALSE,25.11
"200m","3424",20.39,1.1,"Tony McCall","USA",1974-06-16,"1","Haniá",1999-07-28,24.0180367,35.5138298,FALSE,25.13
"200m","3424",20.39,0.2,"Kevin Little","USA",1968-04-03,"4","Monaco",1999-08-04,7.4246158,43.7384176,FALSE,31.36
"200m","3424",20.39,-0.4,"Francis Obikwelu","NGR",1978-11-22,"4","Berlin",1999-09-07,13.404954,52.5200066,FALSE,20.81
"200m","3424",20.39,0.4,"Claudinei Quirino da Silva","BRA",1970-11-19,"1","Rio de Janeiro",2000-05-14,-43.1728965,-22.9068467,FALSE,29.5
"200m","3424",20.39,-0.7,"Coby Miller","USA",1976-10-19,"4s1","Sacramento",2000-07-23,-121.4943996,38.5815719,FALSE,23.78
"200m","3424",20.39,0.5,"Dennis Mitchell","USA",1966-02-20,"2","Linz",2000-08-08,14.28583,48.30694,FALSE,34.49
"200m","3424",20.39,0.4,"Corné du Plessis","RSA",1978-03-20,"2rA","Pretoria",2001-03-23,28.2292712,-25.7478676,TRUE,23.02
"200m","3424",20.39,1.4,"Kevin Braunskill","USA",1969-03-31,"1r1","Athens",2001-05-05,23.7275388,37.9838096,FALSE,32.12
"200m","3424",20.39,-1.3,"Shawn Crawford","USA",1978-01-14,"2","Eugene",2001-05-27,-123.0867536,44.0520691,FALSE,23.38
"200m","3424",20.39,0.2,"Kim Collins","SKN",1976-04-05,"1","Réthymno",2001-07-01,24.4821552,35.3643615,FALSE,25.25
"200m","3424",20.39,0.7,"Shingo Suetsugu","JPN",1980-06-02,"6s2","Edmonton",2001-08-08,-113.4909267,53.544389,FALSE,21.2
"200m","3424",20.39,0.8,"Darvis Patton","USA",1977-12-04,"3","Rieti",2001-09-02,12.8567281,42.404509,FALSE,23.76
"200m","3424",20.39,0.8,"Francis Obikwelu","NGR",1978-11-22,"4","Rieti",2001-09-02,12.8567281,42.404509,FALSE,22.79
"200m","3424",20.39,1,"Bernard Williams","USA",1978-01-19,"2","Melbourne",2001-09-09,144.9630576,-37.8136276,FALSE,23.65
"200m","3424",20.39,1.3,"Cláudio Roberto Sousa","BRA",1973-10-14,"1","São Caetano do Sul",2002-04-28,-46.5552433,-23.6233625,FALSE,28.56
"200m","3424",20.39,1.4,"Christian Malcolm","GBR",1979-06-03,"8","Manchester",2002-07-29,-2.2426305,53.4807593,FALSE,23.17
"200m","3424",20.39,0.1,"Shawn Crawford","USA",1978-01-14,"2","Poznan",2003-06-29,16.9251681,52.406374,FALSE,25.47
"200m","3424",20.39,0.7,"Marcin Jedrusinski","POL",1981-09-28,"2","Bydgoszcz",2003-07-20,18.0084378,53.1234804,FALSE,21.82
"200m","3424",20.39,2,"Christian Malcolm","GBR",1979-06-03,"2","Birmingham",2003-07-27,-86.8103567,33.5185892,FALSE,24.16
"200m","3424",20.39,0.1,"Darren Campbell","GBR",1973-09-12,"4","Saint-Denis",2003-08-29,2.357443,48.936181,FALSE,29.98
"200m","3424",20.39,1.8,"Milton Mallard","USA",1973-11-24,"1r1","Walnut",2004-04-18,-95.0780294,37.6014373,FALSE,30.42
"200m","3424",20.39,1.1,"David Neville","USA",1984-06-01,"1","West Lafayette",2004-05-16,-86.9080655,40.4258686,FALSE,19.97
"200m","3424",20.39,-1,"Vicente Lenilson de Lima","BRA",1977-06-04,"1","Belém",2004-05-23,-48.4901799,-1.4557549,FALSE,26.99
"200m","3424",20.39,-1.1,"Justin Gatlin","USA",1982-02-10,"2rA","Bergen",2004-06-11,5.3220544,60.3912628,FALSE,22.35
"200m","3424",20.39,0.9,"Uchenna Emedolu","NGR",1976-09-17,"1r2","Réthymno",2004-06-23,24.4821552,35.3643615,FALSE,27.78
"200m","3424",20.39,0.3,"Mickey Grimes","USA",1976-10-10,"1h5","Sacramento",2004-07-16,-121.4943996,38.5815719,FALSE,27.78
"200m","3424",20.39,-0.3,"Coby Miller","USA",1976-10-19,"2h2","Sacramento",2004-07-16,-121.4943996,38.5815719,FALSE,27.76
"200m","3424",20.39,1.3,"Tyson Gay","USA",1982-08-09,"3","Nashville",2005-05-15,-86.7816016,36.1626638,FALSE,22.78
"200m","3424",20.39,1.8,"Christian Malcolm","GBR",1979-06-03,"4","London",2005-07-22,-0.1277583,51.5073509,FALSE,26.15
"200m","3424",20.39,-0.3,"Churandy Martina","AHO",1984-07-03,"2","Heusden-Zolder",2005-07-23,5.2904127,51.0384819,FALSE,21.07
"200m","3424",20.39,1.4,"Stéphane Buckland","MRI",1977-01-13,"3","Sheffield",2005-08-21,-1.470085,53.381129,FALSE,28.62
"200m","3424",20.39,1.7,"Philip Francis","USA",1983-04-26,"1","Eugene",2006-05-14,-123.0867536,44.0520691,FALSE,23.07
"200m","3424",20.39,-0.7,"Jordan Vaden","USA",1978-09-15,"1s2","Indianapolis",2006-06-25,-86.158068,39.768403,FALSE,27.79
"200m","3424",20.39,1.2,"Rodney Martin","USA",1982-12-22,"3","Sheffield",2007-07-15,-1.470085,53.381129,FALSE,24.58
"200m","3424",20.39,0.3,"Johan Wissman","SWE",1982-12-02,"1rA","Sundsvall",2007-07-24,17.306927,62.390811,FALSE,24.66
"200m","3424",20.39,-0.3,"Churandy Martina","AHO",1984-07-03,"3q2","Osaka",2007-08-28,135.5022535,34.6937249,FALSE,23.17
"200m","3424",20.39,0.7,"Rodney Martin","USA",1982-12-22,"4","Bruxelles",2007-09-14,4.3517103,50.8503396,FALSE,24.75
